Job Offer Title,Domain Knowledge,Countries,Area of Expertise,Company,Subjects,Researcher Profile,Hours/Week
Data Scientist , AI Ethics , Norway,Econometrics,University of Wroclaw,Marketing Analytics,Assistant Professor;"Recognised Researcher (R2)";"University of Wroclaw";"Communication sciences";"Tbd";"Poland";"50-137 Wroclaw";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/697138",35
Data Analyst , Environmental Analytics , Switzerland,K-Nearest Neighbors,University of Wroclaw,E-commerce Analytics,Assistant Professor;"Recognised Researcher (R2)";"University of Wroclaw";"Communication sciences";"Tbd";"Poland";"50-137 Wroclaw";"mailto:praca@uwr.edu.pl";"https://euraxess.ec.europa.eu/jobs/697132",34
Data Scientist , Fraud Detection , Italy,Markov Models,University of Wroclaw,Telecommunications Analytics,Assistant;"Recognised Researcher (R2)";"University of Wroclaw";"Juridical sciences,50
Data Scientist , Customer Analytics , United Kingdom,Data Fusion,Rectorate,Supply Chain Analytics,Tenure Track;"Established Researcher (R3)";"Rectorate";"Geosciences,45
Data Analyst , Feature Engineering , United Kingdom,Data Interpretation,Rectorate,Energy Sector Analytics,Tenure Track;"Established Researcher (R3)";"Rectorate";"Political sciences,48
Data Scientist , Econometrics , Poland,Network Analysis,Rectorate,Data Governance,Tenure Track;"Established Researcher (R3)";"Rectorate";"Physics,46
Data Analyst , Spatial Analysis , Greece,Data Structures,University of Warsaw,Statistics and Probability,Post-doc position at the University of Warsaw;"Recognised Researcher (R2)";"University of Warsaw";"Biological sciences,42
Data Scientist , AI Ethics , Belgium,Sentiment Analysis,University of Copenhagen (UCPH),Machine Learning Algorithms,PhD fellowship in Circadian Neuroendocrinology in Copenhagen;"First Stage Researcher (R1) ,43
Data Analyst , R&D Analytics , Spain,Reinforcement Learning,Technical University of Denmark (DTU),Data Visualization Techniques,Postdoc in bacterial synthetic biology and ecology;"First Stage Researcher (R1) ,47
Data Analyst , Data Engineering , France,Logistic Regression,Technical University of Denmark,"Programming Languages (Python, R, SQL)",PhD Scholarship: Signalling in Inflammation and Cell Stress;"First Stage Researcher (R1)";"Technical University of Denmark";"Biological sciences,32
Data Scientist , Natural Language Processing , Finland,Association Rule Mining,University of Gothenburg,"Big Data Technologies (Hadoop, Spark)",Doctoral student in Medical Science - Mechanisms behind onset of chronic kidney disease;"First Stage Researcher (R1)";"University of Gothenburg";"Medical sciences,30
Data Scientist , Network Analysis , Denmark,Data Validation,University of Gothenburg,Data Mining and Cleaning,Doctoral student in Medical Science - Reactive astrocytes and neurodegeneration;"First Stage Researcher (R1)";"University of Gothenburg";"Medical sciences,34
Data Scientist , Energy Analytics , Norway,Unsupervised Learning,UiT The Arctic University of Norway,Time Series Analysis,Postdoctoral Fellow on Ocean Turbulence and Sea Ice Biogeochemical Exchanges;"Recognised Researcher (R2)";"UiT The Arctic University of Norway";"Physics";"37,48
Data Analyst , Behavioral Analytics , Italy,Supervised Learning,Luxembourg Institute of Science and Technology (LIST),Natural Language Processing (NLP),E-2065 - SYNTHETIC BIOLOGIST WITH EXPERTISE IN MICROBIOME DESIGN;"First Stage Researcher (R1) ,48
Data Analyst , Sports Analytics , Switzerland,Data Storytelling,CNRS,Predictive Modeling,Post-doc in structural enzymology (M/F);"First Stage Researcher (R1)";"CNRS";"Biological sciences ,47
Data Analyst , Statistical Analysis , Poland,Python Programming,UiT The Arctic University of Norway,Feature Engineering,Postdoctoral Fellow in Computer Science (Artificial Intelligence);"Recognised Researcher (R2)";"UiT The Arctic University of Norway";"Computer science ,37
Data Scientist , Deep Learning , France,R Programming,Eindhoven University of Technology (TU/e),Deep Learning,PhD on Visuotactile perception for robot manipulation;"First Stage Researcher (R1)";"Eindhoven University of Technology (TU/e)";"Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305024/phd-on-visuotactile-perception-for-robot-manipulation/apply/#apply";"https://euraxess.ec.europa.eu/jobs/693784",37
Data Analyst , Fraud Detection , United Kingdom,SQL,CNRS,Data Warehousing,Postdoc AtpF-mediated membrane biogenesis in E. coli and C. reinhardtii (M/F);"First Stage Researcher (R1)";"CNRS";"Biological sciences,50
Data Analyst , Customer Analytics , Belgium,NoSQL Databases,RUÐER BO?KOVIC INSTITUTE,Statistical Modeling,Contest point 8 ? Senior Research Associate;"Established Researcher (R3)";"RUÐER BO?KOVIC INSTITUTE";"Chemistry";"40";"Croatia";"Zagreb";"mailto:nmatijak@irb.hr";"https://euraxess.ec.europa.eu/jobs/701676",39
Data Scientist , A/B Testing , Portugal,Apache Spark,RUÐER BO?KOVIC INSTITUTE,Exploratory Data Analysis (EDA),Contest point 7 ? Senior Research Associate;"Established Researcher (R3)";"RUÐER BO?KOVIC INSTITUTE";"Chemistry";"40";"Croatia";"Zagreb";"mailto:nmatijak@irb.hr";"https://euraxess.ec.europa.eu/jobs/701673",45
Data Scientist , R&D Analytics , France,Tableau,RUÐER BO?KOVIC INSTITUTE,Web Scraping and Data Collection,Contest point 6 ? Senior Research Associate;"Established Researcher (R3)";"RUÐER BO?KOVIC INSTITUTE";"Chemistry";"40";"Croatia";"Zagreb";"mailto:nmatijak@irb.hr";"https://euraxess.ec.europa.eu/jobs/701671",49
Data Scientist , Social Media Analytics , Belgium,Matplotlib,University of Groningen,Bayesian Methods,Postdoc Social Media and Public Debate (1.0 FTE);"Recognised Researcher (R2)";"University of Groningen";"Language sciences";"38.0";"Netherlands";"Groningen";"https://www.academictransfer.com/305380/postdoc-social-media-and-public-debate-10-fte/apply/#apply";"https://euraxess.ec.europa.eu/jobs/697457",30
Data Scientist , Risk Analysis , Spain,Pandas,Faculty of Chemistry,A/B Testing and Experimentation,University Assistant (prae doc);"First Stage Researcher (R1)";"Faculty of Chemistry";"Chemistry,49
Data Analyst , Machine Learning , Netherlands,NumPy,Lukasiewicz Research Network - Institute of Ceramics and Building Materials,"Cloud Computing Platforms (AWS, Azure, GCP)",Young Doctor (no longer than 5 years after PhD defend) in the Project ? in the position of Junior...;"Recognised Researcher (R2) ,47
Data Scientist , Predictive Analytics , Switzerland,Scikit-learn,Rectorate,Data Engineering,Tenure Track;"Established Researcher (R3)";"Rectorate";"Religious sciences,45
Data Analyst , Big Data , Finland,TensorFlow,CNRS,Geospatial Analysis,Post-doctoral Associate in the field of regulation of genetic expression of chloroplast genes (M/F);"First Stage Researcher (R1)";"CNRS";"Biological sciences,43
Data Analyst , Forecasting , Spain,PyTorch,Wellcome Sanger Institute,"Dashboard Development (Tableau, Power BI)",Faculty Positions - Parasites and Microbes;"First Stage Researcher (R1) ,50
Data Analyst , Sports Analytics , Finland,Jupyter Notebooks,"Radboud University Medical Centre (Radboudumc), RU",NoSQL Databases,PhD Candidate ?Dietary prevention of vascular calcification?;"First Stage Researcher (R1) ,50
Data Scientist , Fraud Detection , Belgium,Dask,NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY - NTNU,Version Control (Git),PhD Candidate in Structural Analysis of ASR-Affected Concrete Structures;"First Stage Researcher (R1) ,31
Data Analyst , Big Data , Italy,Kafka,Technical University of Denmark (DTU),Feature Selection Techniques,PhD scholarship in pickering emulsions with omega-3 fatty acids for food applications;"First Stage Researcher (R1) ,37
Data Scientist , Time Series Analysis , Italy,Hadoop,University of Gothenburg,Data Ethics and Privacy,Senior Lecturer in Interaction Design;"First Stage Researcher (R1)";"University of Gothenburg";"Computer science ,41
Data Analyst , Marketing Analytics , Spain,Data Lakes,INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION,Data Governance,One Postdoctoral Contract COSJWST Quimica Cuantica 2021 (PS-2021-080);"Recognised Researcher (R2)";"INSTITUTO DE ASTROFISICA DE CANARIAS (IAC) RESEARCH DIVISION";"Astronomy ,39
Data Analyst , Risk Analysis , Netherlands,Data Science Ethics,NTNU Norwegian University of Science and Technology,Robotics Process Automation (RPA),PhD Candidate in structural analysis of ASR-affected concrete structures;"First Stage Researcher (R1)";"NTNU Norwegian University of Science and Technology";"Engineering,45
Data Analyst , Behavioral Analytics , Poland,Exploratory Data Analysis,ISGLOBAL,Graph Databases,Postdoc_urbanX_oct2021;"First Stage Researcher (R1)";"ISGLOBAL";"Medical sciences,39
Data Scientist , Deep Learning , Italy,Git Version Control,European Molecular Biology Laboratory,Distributed Computing,Research Technician;"First Stage Researcher (R1) ,47
Data Scientist , Forecasting , Netherlands,Data Munging,CNRS,Reinforcement Learning,M / F Research Engineer in Ecotoxicology and Marine Biology;"Recognised Researcher (R2)";"CNRS";"Biological sciences ,49
Data Scientist , Supply Chain Analytics , Spain,Feature Extraction,CNRS,Quantum Computing (Emerging),M/FDevelopment of an ultra-stable cryogenic silicon cavity below 1 K;"Recognised Researcher (R2)";"CNRS";"Engineering ,36
Data Analyst , Quantitative Analysis , Netherlands,Deep Reinforcement Learning,IIT-CLNS,DevOps Practices for Data Science,PostDoc Researcher in Retinal spectroscopy;"First Stage Researcher (R1) ,31
Data Analyst , Feature Engineering , Finland,Machine Learning,Rectorate,Cybersecurity in Data Analytics,Tenure Track;"Established Researcher (R3)";"Rectorate";"Chemistry,45
Data Analyst , Data Engineering , Ireland,Statistical Analysis,Faculty of Social Sciences,Communication Skills,University Assistant (post doc);"Recognised Researcher (R2)";"Faculty of Social Sciences";"Communication sciences,47
Data Scientist , Supply Chain Analytics , United Kingdom,Data Mining,Delft University of Technology (TU Delft),Problem-Solving Skills,PhD in single-molecule studies of DNA replication;"First Stage Researcher (R1)";"Delft University of Technology (TU Delft)";"Physics";"";"Netherlands";"Delft";"https://www.academictransfer.com/305931/phd-in-single-molecule-studies-of-dna-replication/apply/#apply";"https://euraxess.ec.europa.eu/jobs/703906",30
Data Analyst , Behavioral Analytics , France,Data Visualization,"CNRS, Institut de Biologie Physico-Chimique",Critical Thinking,COFUND FP-DYNAMO-PARIS PROGRAMME - 13 POSTDOCTORAL POSITIONS AVAILABLE (# of pos: 13);"Recognised Researcher (R2)";"CNRS,45
Data Analyst , Financial Analytics , Greece,Big Data Analytics,NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY - NTNU,Adaptability and Learning Agility,PhD Candidate in Experimental Soft Matter Science Related to Food Applications;"First Stage Researcher (R1) ,36
Data Analyst , Econometrics , France,Predictive Modeling,Rectorate,Collaboration and Teamwork,Tenure Track;"Established Researcher (R3)";"Rectorate";"Juridical sciences,39
Data Scientist , Big Data , Finland,Natural Language Processing,EUTOPIA European University,Presentation Skills,EUTOPIA-SIF Post-Doctoral Fellowship ? Call for applications 2021/2022 (# of pos: 21);"Recognised Researcher (R2)";"EUTOPIA European University";"Agricultural sciences ,46
Data Analyst , Customer Analytics , Denmark,Data Warehousing,Technische Informationsbibliothek (TIB),Storytelling with Data,Software Engineer / Wikibase specialist at the Open Science Lab (m/f/d);"First Stage Researcher (R1)";"Technische Informationsbibliothek (TIB)";"Computer science ,40
Data Analyst , Network Analysis , Finland,Quantitative Analysis,Maastricht University (UM),Attention to Detail,POSTDOCTORAL POSITION ARTIFICIAL INTELLIGENCE FOR MEDICAL IMAGING at the School for Oncology and...;"Recognised Researcher (R2)";"Maastricht University (UM)";"Medical sciences";"38.0";"Netherlands";"Maastricht";"https://www.academictransfer.com/305306/postdoctoral-position-artificial-intelligence-for-medical-imaging-at-the-school-for-oncology-and-developmental-biology-department-of-precision-medicine/apply/#apply";"https://euraxess.ec.europa.eu/jobs/697011",35
Data Analyst , Sports Analytics , Netherlands,Business Intelligence,Johannes Gutenberg University Mainz,Decision-Making Skills,University Professor of Molecular Biotechnology;"First Stage Researcher (R1)";"Johannes Gutenberg University Mainz";"Biological sciences,47
Data Analyst , Information Retrieval , Denmark,Deep Learning,Utrecht University,Business Understanding in Data Analysis,Postdoctoral position in single cell analysis of cell differentiation in vivo (1.0 FTE);"Recognised Researcher (R2)";"Utrecht University";"Physics";"40.0";"Netherlands";"Utrecht";"https://www.academictransfer.com/305086/postdoctoral-position-in-single-cell-analysis-of-cell-differentiation-in-vivo-10-fte/apply/#apply";"https://euraxess.ec.europa.eu/jobs/694848",31
Data Analyst , Human Resource Analytics , Sweden,Data Engineering,Trinity College Dublin School of Chemistry,Healthcare Analytics,Research Fellow with experience in advanced electron microscopy - CRANN/School of Chemistry;"First Stage Researcher (R1) ,38
Data Analyst , Data Mining , Sweden,Time Series Analysis,KU Leuven,Financial Analysis,Precision in-process part geometry estimation in micro-milling via digital twin;"First Stage Researcher (R1)";"KU Leuven";"Engineering,37
Data Scientist , Predictive Analytics , Spain,Feature Engineering,Eindhoven University of Technology (TU/e),Marketing Analytics,PhD positions in the field of turbulence research (# of pos: 3);"First Stage Researcher (R1)";"Eindhoven University of Technology (TU/e)";"Technology";"38.0";"Netherlands";"Eindhoven";"https://www.academictransfer.com/305313/phd-positions-in-the-field-of-turbulence-research/apply/#apply";"https://euraxess.ec.europa.eu/jobs/697010",49
Data Analyst , Econometrics , Switzerland,Experimental Design,Spain,E-commerce Analytics,"Bachelor in Life sciences, Master in Oncology, Genetics, Molecular or Cellular Biology;""First Stage Researcher (R1)"";""Fundación Investigación del Cáncer Universidad de Salamanca"";""Biological sciences ",30
Data Analyst , Data Engineering , United Kingdom,Data Preprocessing,Spain,Telecommunications Analytics,"Doctor in Life Sciences, Medicine or similar;""Recognised Researcher (R2)"";""Fundación Investigación del Cáncer Universidad de Salamanca"";""Biological sciences ",44
Data Analyst , Sports Analytics , Ireland,Data Cleaning,Delft University of Technology (TU Delft),Supply Chain Analytics,Assistant Professor Predicting Motion Comfort in Automated Driving;"Established Researcher (R3) ,40
Data Analyst , Financial Analytics , United Kingdom,Pattern Recognition,Radboud University,Energy Sector Analytics,Full Professor of Theoretical Machine Learning and Neural Networks;"Established Researcher (R3) ,33
Data Scientist , Network Analysis , Norway,Neural Networks,,Data Governance,,44
